interaction_id,member_id,content_id,interaction_date,interaction_type,session_context,engagement_depth
CI-001315,JL-0058,CNT-001,2026-03-15,View,Midday,3
CI-001316,JL-0058,CNT-001,2026-04-16,View,Midday,2
CI-001317,JL-0058,CNT-001,2026-04-14,Search,Midday,3
CI-001318,JL-0058,CNT-001,2026-03-24,Save,Weekend,3
CI-001319,JL-0058,CNT-005,2026-06-06,Dismiss,Midday,2
CI-001320,JL-0058,CNT-001,2026-05-24,View,Morning,1
CI-001321,JL-0058,CNT-005,2026-06-03,Dismiss,Midday,1
CI-001322,JL-0058,CNT-007,2026-04-17,View,Unknown,3
CI-001323,JL-0058,CNT-005,2026-03-23,Complete,Midday,4
CI-001324,JL-0058,CNT-005,2026-03-25,View,Midday,3
CI-001325,JL-0058,CNT-008,2026-02-12,Complete,Midday,3
CI-001326,JL-0058,CNT-005,2026-02-25,Complete,Weekend,3
CI-001327,JL-0058,CNT-001,2026-02-11,View,Unknown,4
CI-001328,JL-0058,CNT-005,2026-02-21,View,Evening,5
CI-001329,JL-0058,CNT-001,2026-02-11,View,Evening,2
CI-001330,JL-0058,CNT-005,2026-04-22,View,Evening,4
CI-001331,JL-0058,CNT-009,2026-03-15,View,Morning,3
CI-001332,JL-0058,CNT-009,2026-03-08,View,Unknown,2
CI-001333,JL-0058,CNT-003,2026-03-06,Share,Weekend,3
CI-001334,JL-0058,CNT-009,2026-03-18,Complete,Weekend,3
CI-001335,JL-0058,CNT-005,2026-02-20,View,Morning,1
CI-001336,JL-0058,CNT-005,2026-03-25,View,Weekend,4
CI-001337,JL-0058,CNT-009,2026-05-13,View,Unknown,5
CI-001338,JL-0058,CNT-005,2026-05-28,Share,Weekend,1
CI-001339,JL-0058,CNT-001,2026-03-17,View,Midday,2
CI-001340,JL-0059,CNT-004,2026-03-07,View,Unknown,5
CI-001341,JL-0059,CNT-003,2026-05-27,View,Morning,4
CI-001342,JL-0059,CNT-006,2026-04-13,View,Evening,5
CI-001343,JL-0059,CNT-001,2026-06-04,Complete,Evening,2
CI-001344,JL-0059,CNT-006,2026-05-28,View,Evening,3
CI-001345,JL-0059,CNT-006,2026-04-02,View,Morning,3
CI-001346,JL-0059,CNT-010,2026-05-15,View,Weekend,4
CI-001347,JL-0059,CNT-010,2026-03-14,View,Evening,3
CI-001348,JL-0059,CNT-010,2026-03-10,Complete,Weekend,2
CI-001349,JL-0059,CNT-006,2026-06-03,Save,Morning,3
CI-001350,JL-0059,CNT-006,2026-02-25,Dismiss,Midday,1
CI-001351,JL-0059,CNT-004,2026-03-05,Search,Morning,4
CI-001352,JL-0059,CNT-010,2026-02-24,Complete,Weekend,2
CI-001353,JL-0059,CNT-004,2026-04-19,Search,Evening,5
CI-001354,JL-0059,CNT-010,2026-03-17,Search,Weekend,3
CI-001355,JL-0059,CNT-006,2026-02-22,View,Weekend,1
CI-001356,JL-0059,CNT-006,2026-03-30,Save,Weekend,3
CI-001357,JL-0059,CNT-004,2026-03-30,Dismiss,Evening,1
CI-001358,JL-0059,CNT-010,2026-03-05,Complete,Weekend,3
CI-001359,JL-0059,CNT-006,2026-02-15,Save,Midday,2
CI-001360,JL-0059,CNT-007,2026-03-14,View,Evening,2
CI-001361,JL-0059,CNT-004,2026-02-16,Save,Midday,3
CI-001362,JL-0059,CNT-006,2026-04-03,Save,Unknown,2
CI-001363,JL-0060,CNT-002,2026-05-10,Complete,Midday,1
CI-001364,JL-0060,CNT-006,2026-02-26,Save,Morning,3
CI-001365,JL-0060,CNT-005,2026-03-11,Complete,Morning,5
CI-001366,JL-0060,CNT-005,2026-02-10,Complete,Weekend,5
CI-001367,JL-0060,CNT-005,2026-04-12,Dismiss,Weekend,4
CI-001368,JL-0060,CNT-005,2026-05-29,Save,Midday,4
CI-001369,JL-0060,CNT-001,2026-02-14,Complete,Unknown,3
CI-001370,JL-0060,CNT-004,2026-04-17,Complete,Weekend,4
CI-001371,JL-0060,CNT-005,2026-02-12,View,Weekend,4
CI-001372,JL-0060,CNT-005,2026-04-27,Search,Evening,1
CI-001373,JL-0060,CNT-005,2026-04-21,View,Weekend,1
CI-001374,JL-0060,CNT-006,2026-03-09,Complete,Unknown,2
CI-001375,JL-0060,CNT-006,2026-02-16,Dismiss,Midday,1
CI-001376,JL-0060,CNT-005,2026-02-16,View,Midday,2
CI-001377,JL-0060,CNT-006,2026-03-11,View,Morning,2
CI-001378,JL-0060,CNT-006,2026-03-24,Complete,Evening,4
CI-001379,JL-0060,CNT-005,2026-05-26,View,Evening,4
CI-001380,JL-0061,CNT-007,2026-04-12,View,Evening,3
CI-001381,JL-0061,CNT-003,2026-04-19,Search,Weekend,4
CI-001382,JL-0061,CNT-003,2026-02-16,Complete,Evening,4
CI-001383,JL-0061,CNT-001,2026-04-21,View,Unknown,2
CI-001384,JL-0061,CNT-006,2026-06-05,View,Midday,1
CI-001385,JL-0061,CNT-007,2026-03-04,View,Weekend,4
CI-001386,JL-0061,CNT-003,2026-03-30,Save,Morning,2
CI-001387,JL-0061,CNT-006,2026-05-24,Save,Unknown,1
CI-001388,JL-0061,CNT-004,2026-04-28,Share,Midday,3
CI-001389,JL-0061,CNT-001,2026-05-04,View,Midday,2
CI-001390,JL-0061,CNT-007,2026-05-24,Search,Morning,1
CI-001391,JL-0061,CNT-001,2026-04-23,Save,Midday,4
CI-001392,JL-0061,CNT-009,2026-03-06,View,Unknown,4
CI-001393,JL-0061,CNT-003,2026-03-15,View,Morning,4
CI-001394,JL-0061,CNT-001,2026-04-02,Search,Evening,2
CI-001395,JL-0061,CNT-003,2026-03-27,Complete,Morning,3
CI-001396,JL-0061,CNT-009,2026-05-30,Save,Weekend,2
CI-001397,JL-0061,CNT-001,2026-03-20,Save,Morning,5
CI-001398,JL-0061,CNT-001,2026-06-04,Dismiss,Weekend,5
CI-001399,JL-0061,CNT-001,2026-05-08,View,Morning,1
CI-001400,JL-0061,CNT-007,2026-04-13,View,Evening,5
CI-001401,JL-0061,CNT-009,2026-03-30,Save,Evening,4
CI-001402,JL-0061,CNT-007,2026-06-07,Complete,Midday,3
CI-001403,JL-0061,CNT-001,2026-03-25,Save,Unknown,3
CI-001404,JL-0061,CNT-009,2026-04-11,View,Unknown,4
CI-001405,JL-0061,CNT-004,2026-03-13,Save,Midday,2
CI-001406,JL-0061,CNT-009,2026-06-07,Search,Evening,3
CI-001407,JL-0061,CNT-009,2026-03-23,Complete,Midday,4
CI-001408,JL-0061,CNT-007,2026-05-21,Save,Morning,3
CI-001409,JL-0061,CNT-004,2026-04-30,View,Morning,3
CI-001410,JL-0061,CNT-009,2026-02-12,Search,Midday,4
CI-001411,JL-0061,CNT-001,2026-03-07,Dismiss,Midday,3
CI-001412,JL-0061,CNT-009,2026-02-18,Save,Morning,2
CI-001413,JL-0061,CNT-001,2026-03-11,View,Weekend,4
CI-001414,JL-0061,CNT-006,2026-05-31,View,Evening,2
CI-001415,JL-0061,CNT-001,2026-06-06,Dismiss,Unknown,4
CI-001416,JL-0061,CNT-007,2026-02-09,Complete,Weekend,5
CI-001417,JL-0061,CNT-009,2026-03-13,View,Midday,3
CI-001418,JL-0062,CNT-002,2026-03-18,Complete,Morning,1
CI-001419,JL-0062,CNT-008,2026-02-23,Save,Morning,2
CI-001420,JL-0062,CNT-003,2026-03-14,Dismiss,Weekend,1
CI-001421,JL-0062,CNT-008,2026-03-21,Search,Midday,4
CI-001422,JL-0062,CNT-002,2026-02-09,Search,Unknown,5
CI-001423,JL-0062,CNT-003,2026-02-18,Complete,Midday,2
CI-001424,JL-0062,CNT-003,2026-05-11,Save,Weekend,3
CI-001425,JL-0062,CNT-002,2026-03-09,View,Evening,3
CI-001426,JL-0062,CNT-007,2026-03-11,Save,Morning,2
CI-001427,JL-0062,CNT-007,2026-03-15,View,Midday,3
CI-001428,JL-0063,CNT-009,2026-02-16,Complete,Morning,2
CI-001429,JL-0063,CNT-010,2026-03-19,Dismiss,Evening,4
CI-001430,JL-0063,CNT-008,2026-04-03,View,Unknown,2
CI-001431,JL-0063,CNT-004,2026-04-14,Complete,Midday,1
CI-001432,JL-0063,CNT-008,2026-03-04,Share,Midday,1
CI-001433,JL-0063,CNT-010,2026-02-25,View,Weekend,4
CI-001434,JL-0063,CNT-008,2026-02-08,View,Morning,2
CI-001435,JL-0063,CNT-010,2026-03-04,Dismiss,Evening,1
CI-001436,JL-0063,CNT-010,2026-03-04,View,Evening,1
CI-001437,JL-0063,CNT-004,2026-05-12,View,Unknown,4
CI-001438,JL-0063,CNT-002,2026-06-02,Complete,Weekend,3
CI-001439,JL-0063,CNT-004,2026-04-24,Dismiss,Midday,5
CI-001440,JL-0063,CNT-010,2026-04-22,Save,Morning,2
CI-001441,JL-0063,CNT-008,2026-05-07,Complete,Unknown,4
CI-001442,JL-0063,CNT-001,2026-04-26,Complete,Unknown,1
CI-001443,JL-0063,CNT-008,2026-04-16,Save,Morning,3
CI-001444,JL-0063,CNT-004,2026-02-21,Complete,Morning,2
CI-001445,JL-0063,CNT-008,2026-03-03,View,Morning,3
CI-001446,JL-0063,CNT-002,2026-04-23,Dismiss,Weekend,4
CI-001447,JL-0063,CNT-006,2026-05-30,Dismiss,Weekend,3
CI-001448,JL-0063,CNT-008,2026-03-17,Save,Evening,4
CI-001449,JL-0063,CNT-004,2026-05-25,Complete,Midday,1
CI-001450,JL-0063,CNT-007,2026-02-25,View,Midday,3
CI-001451,JL-0063,CNT-008,2026-05-02,View,Unknown,1
CI-001452,JL-0064,CNT-002,2026-03-01,Search,Evening,4
CI-001453,JL-0064,CNT-008,2026-03-06,View,Evening,3
CI-001454,JL-0064,CNT-002,2026-05-23,Save,Morning,5
CI-001455,JL-0064,CNT-009,2026-04-08,Save,Morning,4
CI-001456,JL-0064,CNT-002,2026-02-11,Search,Weekend,3
CI-001457,JL-0064,CNT-009,2026-04-20,View,Evening,3
CI-001458,JL-0064,CNT-002,2026-02-13,Share,Weekend,3
CI-001459,JL-0064,CNT-001,2026-04-26,Dismiss,Morning,1
CI-001460,JL-0064,CNT-009,2026-05-13,View,Evening,4
CI-001461,JL-0064,CNT-009,2026-04-20,View,Weekend,4
CI-001462,JL-0064,CNT-009,2026-02-21,Share,Weekend,3
CI-001463,JL-0064,CNT-009,2026-05-22,View,Morning,4
CI-001464,JL-0064,CNT-009,2026-02-25,View,Morning,4
CI-001465,JL-0064,CNT-009,2026-03-19,View,Morning,2
CI-001466,JL-0064,CNT-001,2026-05-03,View,Unknown,2
CI-001467,JL-0064,CNT-009,2026-05-15,Save,Midday,4
CI-001468,JL-0064,CNT-001,2026-05-09,Save,Morning,5
CI-001469,JL-0064,CNT-002,2026-05-27,Complete,Midday,2
CI-001470,JL-0064,CNT-008,2026-05-11,Complete,Unknown,3
CI-001471,JL-0064,CNT-001,2026-06-01,Share,Midday,5
CI-001472,JL-0064,CNT-009,2026-04-03,Save,Unknown,4
CI-001473,JL-0064,CNT-001,2026-03-10,View,Morning,3
CI-001474,JL-0064,CNT-003,2026-02-22,View,Weekend,3
CI-001475,JL-0064,CNT-001,2026-02-10,Save,Unknown,3
CI-001476,JL-0064,CNT-008,2026-05-02,Save,Midday,3
CI-001477,JL-0064,CNT-004,2026-04-25,Search,Weekend,3
CI-001478,JL-0064,CNT-008,2026-03-04,Share,Evening,2
CI-001479,JL-0064,CNT-001,2026-02-20,Save,Evening,2
CI-001480,JL-0064,CNT-002,2026-02-22,View,Evening,1
CI-001481,JL-0064,CNT-001,2026-05-25,Search,Weekend,3
CI-001482,JL-0064,CNT-008,2026-02-10,Save,Morning,5
CI-001483,JL-0065,CNT-008,2026-03-11,Search,Morning,3
CI-001484,JL-0065,CNT-008,2026-06-02,Save,Unknown,3
CI-001485,JL-0065,CNT-008,2026-04-10,Share,Unknown,1
CI-001486,JL-0065,CNT-008,2026-03-23,View,Weekend,4
CI-001487,JL-0065,CNT-001,2026-05-24,View,Unknown,3
CI-001488,JL-0065,CNT-001,2026-04-21,View,Unknown,2
CI-001489,JL-0065,CNT-001,2026-02-17,View,Midday,4
CI-001490,JL-0065,CNT-004,2026-05-24,Complete,Evening,2
CI-001491,JL-0065,CNT-009,2026-04-21,Complete,Morning,3
CI-001492,JL-0065,CNT-005,2026-03-21,View,Morning,2
CI-001493,JL-0065,CNT-002,2026-05-25,View,Unknown,1
CI-001494,JL-0065,CNT-008,2026-03-16,Search,Unknown,5
CI-001495,JL-0065,CNT-004,2026-05-03,View,Weekend,3
CI-001496,JL-0065,CNT-008,2026-05-15,Save,Midday,1
CI-001497,JL-0065,CNT-009,2026-06-05,View,Unknown,5
CI-001498,JL-0065,CNT-003,2026-06-04,Search,Unknown,2
CI-001499,JL-0065,CNT-001,2026-05-02,Dismiss,Midday,4
CI-001500,JL-0065,CNT-006,2026-04-03,View,Midday,4
CI-001501,JL-0065,CNT-001,2026-04-29,View,Morning,1
CI-001502,JL-0065,CNT-008,2026-05-02,View,Evening,1
CI-001503,JL-0065,CNT-009,2026-03-22,View,Evening,3
CI-001504,JL-0065,CNT-002,2026-06-07,Complete,Unknown,5
CI-001505,JL-0065,CNT-001,2026-05-17,View,Unknown,3
CI-001506,JL-0065,CNT-002,2026-04-21,Complete,Evening,3
CI-001507,JL-0066,CNT-003,2026-03-08,View,Morning,5
CI-001508,JL-0066,CNT-007,2026-03-07,Complete,Unknown,2
CI-001509,JL-0066,CNT-007,2026-06-01,Share,Weekend,1
CI-001510,JL-0066,CNT-006,2026-04-01,Complete,Morning,4
CI-001511,JL-0066,CNT-007,2026-04-15,View,Morning,3
CI-001512,JL-0066,CNT-003,2026-04-29,Complete,Unknown,5
CI-001513,JL-0066,CNT-003,2026-06-05,View,Unknown,4
CI-001514,JL-0066,CNT-009,2026-03-04,Save,Evening,2
CI-001515,JL-0066,CNT-007,2026-03-08,Share,Midday,1
CI-001516,JL-0066,CNT-007,2026-02-19,Save,Unknown,3
CI-001517,JL-0066,CNT-007,2026-04-23,Dismiss,Evening,5
CI-001518,JL-0066,CNT-007,2026-04-11,Share,Weekend,4
CI-001519,JL-0066,CNT-007,2026-05-18,Save,Midday,1
CI-001520,JL-0066,CNT-007,2026-03-21,Complete,Weekend,3
CI-001521,JL-0066,CNT-005,2026-05-27,View,Morning,4
CI-001522,JL-0066,CNT-006,2026-05-10,Search,Evening,2
CI-001523,JL-0066,CNT-005,2026-05-12,View,Weekend,2
CI-001524,JL-0066,CNT-007,2026-05-18,Save,Morning,3
CI-001525,JL-0066,CNT-003,2026-05-31,Complete,Evening,5
CI-001526,JL-0067,CNT-010,2026-02-11,Save,Weekend,2
CI-001527,JL-0067,CNT-005,2026-02-08,View,Unknown,1
CI-001528,JL-0067,CNT-005,2026-03-25,Complete,Morning,4
CI-001529,JL-0067,CNT-004,2026-06-04,View,Weekend,5
CI-001530,JL-0067,CNT-005,2026-03-22,Share,Midday,2
CI-001531,JL-0067,CNT-004,2026-04-06,Search,Weekend,5
CI-001532,JL-0067,CNT-009,2026-04-22,View,Unknown,4
CI-001533,JL-0067,CNT-005,2026-05-20,Complete,Midday,5
CI-001534,JL-0067,CNT-005,2026-02-11,Search,Morning,2
CI-001535,JL-0067,CNT-004,2026-03-01,View,Midday,2
CI-001536,JL-0067,CNT-010,2026-03-22,Save,Evening,1
CI-001537,JL-0067,CNT-005,2026-03-15,View,Midday,4
CI-001538,JL-0067,CNT-010,2026-05-16,Dismiss,Unknown,4
CI-001539,JL-0067,CNT-010,2026-04-30,View,Morning,4
CI-001540,JL-0067,CNT-004,2026-05-22,Save,Unknown,4
CI-001541,JL-0067,CNT-010,2026-03-13,Complete,Morning,3
CI-001542,JL-0067,CNT-004,2026-03-12,View,Evening,3
CI-001543,JL-0068,CNT-003,2026-03-03,Dismiss,Midday,5
CI-001544,JL-0068,CNT-007,2026-05-06,Search,Evening,2
CI-001545,JL-0068,CNT-002,2026-04-26,View,Evening,4
CI-001546,JL-0068,CNT-002,2026-04-30,Save,Weekend,5
CI-001547,JL-0068,CNT-007,2026-03-02,View,Midday,4
CI-001548,JL-0068,CNT-003,2026-02-18,Search,Midday,1
CI-001549,JL-0068,CNT-008,2026-05-27,Dismiss,Unknown,2
CI-001550,JL-0068,CNT-007,2026-03-15,Complete,Unknown,2
CI-001551,JL-0068,CNT-007,2026-02-12,Dismiss,Unknown,3
CI-001552,JL-0068,CNT-003,2026-03-20,View,Unknown,3
CI-001553,JL-0068,CNT-002,2026-02-11,View,Morning,4
CI-001554,JL-0068,CNT-003,2026-02-18,Complete,Evening,2
CI-001555,JL-0068,CNT-001,2026-03-06,Complete,Evening,2
CI-001556,JL-0069,CNT-001,2026-04-28,Dismiss,Evening,3
CI-001557,JL-0069,CNT-005,2026-05-02,View,Morning,3
CI-001558,JL-0069,CNT-009,2026-02-17,View,Weekend,4
CI-001559,JL-0069,CNT-001,2026-04-21,View,Evening,3
CI-001560,JL-0069,CNT-009,2026-03-04,Complete,Weekend,2
CI-001561,JL-0069,CNT-009,2026-05-10,View,Weekend,5
CI-001562,JL-0069,CNT-007,2026-06-07,View,Unknown,2
CI-001563,JL-0069,CNT-009,2026-06-04,View,Midday,4
CI-001564,JL-0069,CNT-006,2026-03-28,Dismiss,Unknown,4
CI-001565,JL-0069,CNT-005,2026-04-29,Save,Weekend,2
CI-001566,JL-0069,CNT-006,2026-06-06,View,Morning,3
CI-001567,JL-0069,CNT-009,2026-05-13,Complete,Evening,4
CI-001568,JL-0069,CNT-006,2026-03-28,Save,Weekend,3
CI-001569,JL-0069,CNT-002,2026-02-12,Dismiss,Weekend,1
CI-001570,JL-0069,CNT-006,2026-04-18,Complete,Unknown,3
CI-001571,JL-0069,CNT-009,2026-05-25,View,Unknown,5
CI-001572,JL-0069,CNT-006,2026-05-17,View,Unknown,1
CI-001573,JL-0069,CNT-008,2026-06-03,View,Morning,2
CI-001574,JL-0069,CNT-001,2026-03-13,Search,Morning,2
CI-001575,JL-0069,CNT-009,2026-03-27,Save,Midday,2
CI-001576,JL-0069,CNT-001,2026-04-22,View,Morning,5
CI-001577,JL-0069,CNT-006,2026-04-23,Save,Midday,3
CI-001578,JL-0069,CNT-009,2026-04-05,View,Unknown,1
CI-001579,JL-0069,CNT-009,2026-04-07,Complete,Weekend,4
CI-001580,JL-0069,CNT-006,2026-04-06,Save,Morning,3
CI-001581,JL-0069,CNT-006,2026-05-05,View,Weekend,4
CI-001582,JL-0069,CNT-006,2026-05-01,View,Morning,3
CI-001583,JL-0069,CNT-001,2026-02-23,Complete,Weekend,4
CI-001584,JL-0069,CNT-001,2026-04-19,Complete,Unknown,2
CI-001585,JL-0069,CNT-009,2026-02-08,View,Evening,3
CI-001586,JL-0069,CNT-001,2026-03-23,Complete,Evening,2
CI-001587,JL-0069,CNT-009,2026-05-09,Save,Morning,4
CI-001588,JL-0069,CNT-009,2026-05-14,Complete,Evening,4
CI-001589,JL-0069,CNT-009,2026-04-20,View,Morning,4
CI-001590,JL-0069,CNT-009,2026-02-13,Search,Morning,4
CI-001591,JL-0069,CNT-006,2026-05-23,Complete,Evening,4
CI-001592,JL-0069,CNT-009,2026-03-17,Search,Unknown,3
CI-001593,JL-0069,CNT-001,2026-03-21,Search,Midday,5
CI-001594,JL-0069,CNT-006,2026-06-06,Complete,Weekend,5
CI-001595,JL-0069,CNT-009,2026-04-17,View,Unknown,1
CI-001596,JL-0070,CNT-004,2026-05-04,Dismiss,Evening,2
CI-001597,JL-0070,CNT-010,2026-03-28,Share,Midday,2
CI-001598,JL-0070,CNT-010,2026-04-25,View,Morning,3
CI-001599,JL-0070,CNT-010,2026-05-01,View,Evening,1
CI-001600,JL-0070,CNT-002,2026-05-18,Complete,Morning,2
CI-001601,JL-0070,CNT-002,2026-05-01,View,Midday,5
CI-001602,JL-0070,CNT-004,2026-03-16,Complete,Weekend,4
CI-001603,JL-0070,CNT-010,2026-05-22,Save,Morning,4
CI-001604,JL-0070,CNT-001,2026-05-19,Search,Evening,5
CI-001605,JL-0070,CNT-002,2026-03-16,Complete,Midday,3
CI-001606,JL-0070,CNT-004,2026-04-21,Complete,Morning,2
CI-001607,JL-0070,CNT-010,2026-05-20,Complete,Evening,4
CI-001608,JL-0070,CNT-010,2026-03-10,Search,Weekend,2
CI-001609,JL-0070,CNT-002,2026-03-18,View,Unknown,2
CI-001610,JL-0070,CNT-006,2026-04-15,Save,Evening,2
CI-001611,JL-0070,CNT-004,2026-02-19,Share,Morning,4
CI-001612,JL-0070,CNT-009,2026-04-24,View,Weekend,3
CI-001613,JL-0070,CNT-004,2026-04-13,Save,Weekend,4
CI-001614,JL-0070,CNT-004,2026-03-19,Save,Morning,3
CI-001615,JL-0070,CNT-010,2026-02-15,View,Unknown,4
CI-001616,JL-0070,CNT-006,2026-02-18,View,Morning,5
CI-001617,JL-0071,CNT-002,2026-03-29,Complete,Morning,4
CI-001618,JL-0071,CNT-003,2026-05-01,Complete,Unknown,1
CI-001619,JL-0071,CNT-007,2026-04-05,View,Weekend,2
CI-001620,JL-0071,CNT-005,2026-03-19,Dismiss,Unknown,4
CI-001621,JL-0071,CNT-003,2026-02-23,View,Weekend,5
CI-001622,JL-0071,CNT-002,2026-03-14,Complete,Midday,3
CI-001623,JL-0071,CNT-008,2026-02-18,View,Evening,4
CI-001624,JL-0071,CNT-002,2026-04-16,View,Unknown,4
CI-001625,JL-0071,CNT-003,2026-05-24,View,Midday,3
CI-001626,JL-0071,CNT-008,2026-05-18,Complete,Midday,4
CI-001627,JL-0071,CNT-003,2026-03-05,Complete,Weekend,2
CI-001628,JL-0071,CNT-007,2026-04-20,View,Midday,2
CI-001629,JL-0071,CNT-002,2026-03-08,Complete,Weekend,3
CI-001630,JL-0071,CNT-002,2026-04-05,Complete,Evening,3
CI-001631,JL-0071,CNT-002,2026-04-05,View,Unknown,5
CI-001632,JL-0071,CNT-003,2026-04-19,Complete,Unknown,4
CI-001633,JL-0071,CNT-010,2026-05-25,Share,Morning,3
CI-001634,JL-0071,CNT-003,2026-02-09,View,Unknown,1
CI-001635,JL-0071,CNT-007,2026-03-13,Dismiss,Midday,5
CI-001636,JL-0071,CNT-002,2026-05-13,Dismiss,Midday,3
CI-001637,JL-0071,CNT-002,2026-05-29,Complete,Unknown,4
CI-001638,JL-0071,CNT-003,2026-05-14,Save,Evening,1
CI-001639,JL-0071,CNT-003,2026-02-28,View,Morning,3
CI-001640,JL-0071,CNT-008,2026-05-02,Save,Unknown,3
CI-001641,JL-0071,CNT-004,2026-04-15,Save,Weekend,5
CI-001642,JL-0071,CNT-003,2026-04-21,View,Unknown,2
CI-001643,JL-0071,CNT-008,2026-03-31,Complete,Unknown,2
CI-001644,JL-0071,CNT-005,2026-03-02,Dismiss,Evening,5
CI-001645,JL-0071,CNT-007,2026-03-12,Share,Morning,4
CI-001646,JL-0071,CNT-002,2026-04-07,Share,Evening,4
CI-001647,JL-0071,CNT-003,2026-03-06,Complete,Unknown,2
CI-001648,JL-0071,CNT-003,2026-04-12,Search,Morning,5
CI-001649,JL-0071,CNT-008,2026-03-28,Save,Weekend,4
CI-001650,JL-0071,CNT-008,2026-04-12,View,Midday,4
CI-001651,JL-0071,CNT-002,2026-02-26,Save,Midday,4
CI-001652,JL-0071,CNT-003,2026-03-24,View,Weekend,2
CI-001653,JL-0071,CNT-005,2026-03-01,View,Midday,2
CI-001654,JL-0071,CNT-007,2026-04-12,View,Weekend,4
CI-001655,JL-0071,CNT-007,2026-03-12,Search,Unknown,1
CI-001656,JL-0071,CNT-007,2026-04-28,Search,Weekend,5
CI-001657,JL-0071,CNT-002,2026-02-26,Share,Morning,5
CI-001658,JL-0072,CNT-004,2026-02-28,View,Evening,3
CI-001659,JL-0072,CNT-007,2026-05-02,View,Unknown,3
CI-001660,JL-0072,CNT-004,2026-05-01,View,Morning,2
CI-001661,JL-0072,CNT-010,2026-06-07,View,Evening,4
CI-001662,JL-0072,CNT-003,2026-03-24,Dismiss,Evening,1
CI-001663,JL-0072,CNT-007,2026-02-10,View,Unknown,3
CI-001664,JL-0072,CNT-003,2026-03-21,Search,Unknown,1
CI-001665,JL-0072,CNT-005,2026-03-08,View,Morning,3
CI-001666,JL-0072,CNT-003,2026-05-06,Dismiss,Midday,4
CI-001667,JL-0072,CNT-003,2026-04-18,Dismiss,Midday,4
CI-001668,JL-0072,CNT-004,2026-04-28,View,Weekend,3
CI-001669,JL-0072,CNT-010,2026-05-01,Complete,Morning,2
CI-001670,JL-0072,CNT-010,2026-04-30,Dismiss,Weekend,3
CI-001671,JL-0072,CNT-003,2026-04-15,Save,Morning,1
CI-001672,JL-0072,CNT-003,2026-05-16,Complete,Unknown,2
CI-001673,JL-0072,CNT-010,2026-04-06,Share,Evening,1
CI-001674,JL-0072,CNT-010,2026-05-18,Complete,Unknown,3
CI-001675,JL-0072,CNT-005,2026-02-17,View,Unknown,4
CI-001676,JL-0072,CNT-010,2026-03-23,Share,Evening,3
CI-001677,JL-0072,CNT-010,2026-04-10,Complete,Morning,4
CI-001678,JL-0072,CNT-010,2026-02-25,Save,Weekend,4
CI-001679,JL-0072,CNT-007,2026-03-19,Share,Evening,2
CI-001680,JL-0072,CNT-007,2026-03-12,Complete,Weekend,4
CI-001681,JL-0072,CNT-010,2026-04-22,View,Weekend,3
CI-001682,JL-0073,CNT-006,2026-02-19,Save,Midday,4
CI-001683,JL-0073,CNT-008,2026-05-23,Search,Morning,4
CI-001684,JL-0073,CNT-010,2026-03-25,Dismiss,Morning,2
CI-001685,JL-0073,CNT-006,2026-04-08,View,Morning,2
CI-001686,JL-0073,CNT-006,2026-04-22,Complete,Weekend,2
CI-001687,JL-0073,CNT-004,2026-04-17,View,Weekend,3
CI-001688,JL-0073,CNT-006,2026-02-28,View,Midday,4
CI-001689,JL-0073,CNT-003,2026-04-12,View,Evening,5
CI-001690,JL-0073,CNT-006,2026-04-28,Search,Evening,3
CI-001691,JL-0074,CNT-001,2026-06-03,Complete,Midday,3
CI-001692,JL-0074,CNT-001,2026-02-10,View,Weekend,4
CI-001693,JL-0074,CNT-009,2026-03-23,Save,Midday,5
CI-001694,JL-0074,CNT-005,2026-03-05,View,Unknown,3
CI-001695,JL-0074,CNT-003,2026-04-21,Save,Evening,2
CI-001696,JL-0074,CNT-005,2026-02-19,View,Weekend,1
CI-001697,JL-0074,CNT-009,2026-03-08,Search,Unknown,4
CI-001698,JL-0074,CNT-009,2026-03-01,View,Morning,4
CI-001699,JL-0074,CNT-009,2026-02-22,View,Midday,2
CI-001700,JL-0074,CNT-009,2026-05-10,Complete,Midday,5
CI-001701,JL-0074,CNT-005,2026-04-08,Complete,Midday,3
CI-001702,JL-0074,CNT-002,2026-05-01,Save,Weekend,3
CI-001703,JL-0074,CNT-009,2026-04-02,View,Weekend,5
CI-001704,JL-0074,CNT-009,2026-04-14,View,Morning,2
CI-001705,JL-0074,CNT-009,2026-03-07,Complete,Morning,3
CI-001706,JL-0074,CNT-004,2026-05-21,View,Morning,3
CI-001707,JL-0074,CNT-003,2026-05-02,View,Unknown,4
CI-001708,JL-0074,CNT-001,2026-03-09,View,Morning,4
CI-001709,JL-0074,CNT-004,2026-06-02,Complete,Morning,5
CI-001710,JL-0074,CNT-001,2026-04-27,Complete,Weekend,2
CI-001711,JL-0074,CNT-001,2026-05-23,Complete,Morning,3
CI-001712,JL-0074,CNT-009,2026-02-13,Search,Evening,3
CI-001713,JL-0074,CNT-005,2026-02-22,Share,Unknown,5
CI-001714,JL-0075,CNT-010,2026-04-15,Dismiss,Midday,2
CI-001715,JL-0075,CNT-002,2026-04-21,Save,Morning,3
CI-001716,JL-0075,CNT-007,2026-05-20,View,Weekend,4
CI-001717,JL-0075,CNT-003,2026-02-23,Search,Morning,4
CI-001718,JL-0075,CNT-007,2026-03-27,View,Weekend,2
